FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7, F8,T3,T4,T5,T6,FZ,CZ,PZ
2.697270e+02,-7.503910e+02,-1.962900e+01,1.166020e+02,1.689500e+01,-1.953100e+01,4.707000e+01,-1.196290e+02,8.183600e+01,-6.934000e+00,8.603500e+01,-3.416990e+02,-5.849600e+01,-3.921880e+02,-7.558600e+01,-1.025400e+01,1.291990e+02,-8.867200e+01,5.166000e+01
2.662110e+02,-7.705080e+02,-5.312500e+01,8.769500e+01,1.279300e+01,-1.640600e+01,4.863300e+01,-1.325200e+02,9.277300e+01,-1.503900e+01,9.980500e+01,-3.519530e+02,-2.509800e+01,-400,-7.412100e+01,-2.646500e+01,1.187500e+02,-1.014650e+02,4.248000e+01
2.633790e+02,-7.736330e+02,-4.863300e+01,8.730500e+01,1.699200e+01,-2.216800e+01,4.834000e+01,-1.376950e+02,9.316400e+01,-1.552700e+01,1.012700e+02,-3.450200e+02,-2.519500e+01,-4.052730e+02,-7.783200e+01,-3.496100e+01,1.181640e+02,-1.011720e+02,4.296900e+01
2.801760e+02,-7.462890e+02,-2.627000e+01,1.257810e+02,2.919900e+01,-3.496100e+01,5.849600e+01,-1.204100e+02,9.228500e+01,2.246000e+00,1.119140e+02,-3.375980e+02,-3.857400e+01,-3.956050e+02,-6.269500e+01,-1.230500e+01,1.378910e+02,-7.949200e+01,6.142600e+01
3.081050e+02,-7.072270e+02,-7.810000e-01,1.541990e+02,4.697300e+01,-5.078100e+01,8.066400e+01,-9.335900e+01,1.029300e+02,2.978500e+01,1.489260e+02,-2.972660e+02,-3.544900e+01,-3.388670e+02,-3.564500e+01,2.353500e+01,1.610350e+02,-5.322300e+01,8.603500e+01
3.184570e+02,-6.931640e+02,1.162100e+01,1.463870e+02,5.136700e+01,-5.507800e+01,9.296900e+01,-7.539100e+01,1.090820e+02,4.414100e+01,1.610350e+02,-2.621090e+02,-3.877000e+01,-3.137700e+02,-2.080100e+01,4.502000e+01,1.647460e+02,-4.209000e+01,1.010740e+02
3.286130e+02,-6.723630e+02,3.505900e+01,1.731450e+02,5.693400e+01,-5.918000e+01,1.004880e+02,-5.341800e+01,1.123050e+02,6.064500e+01,1.530270e+02,-2.437500e+02,-5.693400e+01,-2.918950e+02,-1.337900e+01,6.582000e+01,1.769530e+02,-2.646500e+01,1.189450e+02
3.262700e+02,-6.762700e+02,4.453100e+01,1.727540e+02,5.322300e+01,-5.732400e+01,9.462900e+01,-5.380900e+01,1.063480e+02,5.556600e+01,1.378910e+02,-2.538090e+02,-7.666000e+01,-2.999020e+02,-1.845700e+01,5.742200e+01,1.746090e+02,-2.861300e+01,1.131840e+02
3.049800e+02,-7.042970e+02,3.910000e-01,1.445310e+02,3.281200e+01,-3.925800e+01,7.959000e+01,-7.578100e+01,1.004880e+02,3.427700e+01,1.446290e+02,-2.841800e+02,-5.351600e+01,-3.260740e+02,-3.242200e+01,3.134800e+01,1.533200e+02,-5.371100e+01,9.111300e+01
2.766600e+02,-7.355470e+02,-3.505900e+01,1.238280e+02,1.562500e+01,-1.884800e+01,6.230500e+01,-9.794900e+01,9.580100e+01,1.464800e+01,1.294920e+02,-3.150390e+02,-4.550800e+01,-3.646480e+02,-5.742200e+01,4.590000e+00,1.313480e+02,-7.783200e+01,7.177700e+01
