FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7, F8,T3,T4,T5,T6,FZ,CZ,PZ
-1.035200e+01,-5.951170e+02,4.335900e+01,-3.544900e+01,-1.709000e+01,1.230500e+01,2.353500e+01,4.130900e+01,4.004000e+00,1.465000e+00,8.790000e-01,-3.233400e+02,-2.744100e+01,-1.024410e+02,-7.714800e+01,-7.138700e+01,6.757800e+01,2.139650e+02,1.992200e+01
1.435500e+01,-5.602540e+02,6.748000e+01,-8.594000e+00,-1.950000e-01,-4.590000e+00,4.238300e+01,7.265600e+01,1.523400e+01,3.291000e+01,2.255900e+01,-3.000980e+02,-3.418000e+01,-5.224600e+01,-5.791000e+01,-3.222700e+01,8.945300e+01,2.390630e+02,4.814500e+01
4.150400e+01,-5.249020e+02,9.140600e+01,1.611300e+01,1.533200e+01,-1.679700e+01,6.259800e+01,9.785200e+01,2.539100e+01,5.566400e+01,5.175800e+01,-2.584960e+02,-3.369100e+01,-3.418000e+01,-3.164100e+01,-1.308600e+01,1.100590e+02,2.632810e+02,7.119100e+01
4.082000e+01,-5.137700e+02,9.296900e+01,3.466800e+01,1.201200e+01,-1.308600e+01,6.718800e+01,1.088870e+02,2.529300e+01,6.259800e+01,5.263700e+01,-2.484380e+02,-4.599600e+01,-3.447300e+01,-2.031300e+01,-1.191400e+01,1.110350e+02,2.683590e+02,7.959000e+01
4.443400e+01,-4.985350e+02,1.049800e+02,6.718800e+01,1.533200e+01,-1.709000e+01,7.695300e+01,1.296870e+02,3.085900e+01,8.095700e+01,5.361300e+01,-2.425780e+02,-6.279300e+01,-1.132800e+01,-6.445000e+00,1.015600e+01,1.217770e+02,2.828130e+02,9.834000e+01
3.994100e+01,-5.054690e+02,1.015630e+02,4.970700e+01,9.668000e+00,-1.386700e+01,7.343700e+01,1.265630e+02,3.154300e+01,7.773400e+01,4.736300e+01,-2.432620e+02,-6.464800e+01,-1.054700e+01,-1.416000e+01,8.301000e+00,1.130860e+02,2.757810e+02,9.179700e+01
1.962900e+01,-5.366210e+02,7.968800e+01,6.348000e+00,-3.516000e+00,-8.790000e-01,5.888700e+01,1.041020e+02,2.998000e+01,5.585900e+01,3.144500e+01,-2.509770e+02,-6.709000e+01,-3.447300e+01,-3.359400e+01,-1.289100e+01,9.013700e+01,2.521480e+02,7.002000e+01
3.223000e+00,-5.585940e+02,5.947300e+01,-6.836000e+00,-1.748000e+01,1.699200e+01,3.720700e+01,8.447300e+01,1.738300e+01,3.515600e+01,1.005900e+01,-2.736330e+02,-6.992200e+01,-6.005900e+01,-6.025400e+01,-3.164100e+01,7.783200e+01,2.328120e+02,4.980500e+01
-1.074000e+00,-5.729490e+02,5.156200e+01,-1.181600e+01,-1.904300e+01,1.923800e+01,2.802700e+01,7.226600e+01,8.887000e+00,2.695300e+01,-1.074000e+00,-3.153320e+02,-5.019500e+01,-8.574200e+01,-6.582000e+01,-4.755900e+01,7.607400e+01,2.261720e+02,3.925800e+01
-1.298800e+01,-5.997070e+02,3.466800e+01,-3.232400e+01,-2.685500e+01,2.597700e+01,1.103500e+01,4.834000e+01,-5.469000e+00,4.785000e+00,-9.375000e+00,-3.559570e+02,-3.818400e+01,-1.206050e+02,-8.349600e+01,-8.134800e+01,6.259800e+01,2.098630e+02,1.757800e+01
-2.187500e+01,-6.037110e+02,3.125000e+01,-3.984400e+01,-2.695300e+01,2.207000e+01,9.961000e+00,5.234400e+01,-7.031000e+00,5.078000e+00,-1.220700e+01,-3.449220e+02,-3.964800e+01,-1.291990e+02,-8.779300e+01,-7.861300e+01,5.888700e+01,2.094730e+02,2.011700e+01
6.543000e+00,-5.659180e+02,6.220700e+01,-1.230500e+01,-4.590000e+00,-6.840000e-01,3.896500e+01,7.744100e+01,1.455100e+01,3.339800e+01,1.943400e+01,-2.818360e+02,-3.642600e+01,-5.683600e+01,-5.673800e+01,-3.837900e+01,8.408200e+01,2.369140e+02,4.980500e+01
3.584000e+01,-5.368160e+02,9.238300e+01,7.422000e+00,1.630900e+01,-1.914100e+01,6.748000e+01,9.677700e+01,3.710900e+01,5.585900e+01,4.560500e+01,-2.511720e+02,-3.007800e+01,-2.460900e+01,-2.666000e+01,-1.523400e+01,1.049800e+02,2.625980e+02,7.558600e+01
3.418000e+01,-5.265630e+02,9.160200e+01,2.431600e+01,1.152300e+01,-1.357400e+01,6.816400e+01,1.060550e+02,2.959000e+01,5.752000e+01,4.648400e+01,-2.577150e+02,-4.677700e+01,-3.408200e+01,-2.197300e+01,-1.484400e+01,1.057620e+02,2.677730e+02,8.056600e+01
4.482400e+01,-4.994140e+02,1.059570e+02,6.025400e+01,1.748000e+01,-1.962900e+01,7.812500e+01,1.317380e+02,3.085900e+01,7.998000e+01,5.957000e+01,-2.363280e+02,-6.015600e+01,3.125000e+00,-2.246000e+00,5.469000e+00,1.206050e+02,2.849610e+02,9.980500e+01
4.326200e+01,-5.050780e+02,1.053710e+02,5.585900e+01,1.269500e+01,-1.709000e+01,7.265600e+01,1.262700e+02,2.802700e+01,7.666000e+01,5.078100e+01,-2.432620e+02,-7.187500e+01,-6.152000e+00,-1.289100e+01,2.930000e+00,1.167970e+02,2.789060e+02,9.248000e+01
2.265600e+01,-5.398440e+02,8.203100e+01,1.035200e+01,-3.125000e+00,-1.074000e+00,5.634800e+01,1.025390e+02,2.402300e+01,5.654300e+01,2.949200e+01,-2.603520e+02,-7.265600e+01,-3.740200e+01,-4.003900e+01,-1.689500e+01,9.384800e+01,2.543950e+02,7.002000e+01
6.055000e+00,-5.632810e+02,6.025400e+01,-9.570000e+00,-1.757800e+01,1.699200e+01,3.339800e+01,8.447300e+01,9.473000e+00,4.267600e+01,9.375000e+00,-2.765620e+02,-6.201200e+01,-6.435500e+01,-6.777300e+01,-3.300800e+01,7.998000e+01,2.348630e+02,4.960900e+01
-2.344000e+00,-5.795900e+02,5.058600e+01,-1.787100e+01,-2.226600e+01,2.138700e+01,1.826200e+01,6.894500e+01,-1.855000e+00,2.998000e+01,2.051000e+00,-3.038090e+02,-4.882800e+01,-9.121100e+01,-7.998000e+01,-5.273400e+01,7.607400e+01,2.252930e+02,3.486300e+01
-8.984000e+00,-6.017580e+02,3.984400e+01,-4.199200e+01,-2.441400e+01,2.109400e+01,1.230500e+01,4.394500e+01,-4.688000e+00,3.027000e+00,-5.859000e+00,-3.280270e+02,-3.203100e+01,-1.030270e+02,-8.466800e+01,-7.666000e+01,6.484400e+01,2.108400e+02,1.630900e+01
