FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7, F8,T3,T4,T5,T6,FZ,CZ,PZ
7.627000e+01,-7.800780e+02,7.705100e+01,-2.851600e+01,4.707000e+01,-5.058600e+01,9.003900e+01,3.027300e+01,7.363300e+01,6.601600e+01,1.157230e+02,-3.265620e+02,-5.654300e+01,-2.823240e+02,-7.275400e+01,5.019500e+01,1.891600e+02,5.449200e+01,1.179690e+02
8.408200e+01,-7.738280e+02,8.125000e+01,-2.890600e+01,4.033200e+01,-4.589800e+01,9.746100e+01,3.701200e+01,8.789100e+01,7.539100e+01,1.476560e+02,-3.181640e+02,-4.931600e+01,-2.518550e+02,-6.416000e+01,5.771500e+01,1.913090e+02,5.507800e+01,1.231450e+02
7.578100e+01,-7.908200e+02,7.441400e+01,-4.414100e+01,3.300800e+01,-3.886700e+01,7.685500e+01,4.297000e+00,6.787100e+01,4.853500e+01,1.288090e+02,-3.146480e+02,-4.248000e+01,-2.454100e+02,-8.418000e+01,3.613300e+01,1.809570e+02,3.408200e+01,9.414100e+01
4.462900e+01,-8.276370e+02,6.123000e+01,-6.455100e+01,2.041000e+01,-2.324200e+01,5.390600e+01,-2.187500e+01,5.224600e+01,2.128900e+01,7.636700e+01,-3.628910e+02,-5.507800e+01,-2.846680e+02,-1.121090e+02,7.715000e+00,1.601560e+02,9.863000e+00,6.884800e+01
3.173800e+01,-8.513670e+02,4.785200e+01,-8.154300e+01,1.894500e+01,-2.041000e+01,4.902300e+01,-3.271500e+01,5.205100e+01,8.398000e+00,5.791000e+01,-4.200200e+02,-4.746100e+01,-3.045900e+02,-1.264650e+02,-4.102000e+00,1.507810e+02,-1.950000e-01,5.908200e+01
2.802700e+01,-8.683590e+02,2.031300e+01,-1.195310e+02,1.640600e+01,-2.060500e+01,4.726600e+01,-4.765600e+01,5.419900e+01,-2.930000e+00,7.373000e+01,-3.980470e+02,-1.640600e+01,-3.189450e+02,-1.280270e+02,-1.621100e+01,1.379880e+02,-1.337900e+01,4.658200e+01
2.568400e+01,-8.695310e+02,1.464800e+01,-1.215820e+02,1.611300e+01,-2.382800e+01,5.107400e+01,-4.941400e+01,6.445300e+01,-1.953000e+00,8.906300e+01,-3.735350e+02,-1.543000e+01,-3.273440e+02,-1.242190e+02,-1.416000e+01,1.366210e+02,-1.445300e+01,5.107400e+01
4.296900e+01,-8.415040e+02,4.863300e+01,-8.906300e+01,3.300800e+01,-4.033200e+01,6.699200e+01,-3.095700e+01,6.943400e+01,1.494100e+01,9.707000e+01,-3.690430e+02,-2.597700e+01,-3.068360e+02,-1.054690e+02,5.176000e+00,1.570310e+02,7.715000e+00,7.109400e+01
6.806600e+01,-8.074220e+02,7.705100e+01,-6.025400e+01,5.244100e+01,-5.654300e+01,8.447300e+01,-8.008000e+00,6.923800e+01,3.525400e+01,1.158200e+02,-3.434570e+02,-1.543000e+01,-2.766600e+02,-8.203100e+01,2.929700e+01,1.777340e+02,3.134800e+01,8.847700e+01
75,-7.916020e+02,8.291000e+01,-4.716800e+01,5.312500e+01,-5.478500e+01,9.013700e+01,8.594000e+00,6.806600e+01,5.127000e+01,1.372070e+02,-3.274410e+02,-2.265600e+01,-2.589840e+02,-7.587900e+01,4.726600e+01,1.829100e+02,3.945300e+01,9.853500e+01
